; ;Nuovo ID;hallow_back;rilegatura_moderna;Colonna1;Collocazione;roman_converted;disambiguatore;numero_del_codice;numerazione_araba;numerazione_romana_alternativa;ulteriore_numerazione_arabaoromana;identificativo_parte;Spagnolo;note;titolo;materiale;datazione_i;datazione_f;lingua;fogli;altezza;ampiezza;rilegatura;tipo_rilegatura;materiale_rilegatura;preferred_manifest_url;color;color_rileg;is_digitized;marker_dim;alpha
503;504;m0482_0;0.0;0.0;0;[I 4 12];482;_0;CCCCLXXXII;325;0;0;0;467;0;Ordini e capitoli dell'Accademia di S. Luca in Roma;cartaceo;1600.0;1700.0;0;80.0;145.0;102.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;4.655546393313158;0.5
504;505;m0433_0;0.0;0.0;0;[I 4 13];433;_0;CCCCXXXIII;326;0;0;0;467;0;Trattati sull'incendio del divino amore;membranaceo;1300.0;1400.0;0;60.0;253.0;180.0;rilegato;assi e fermagli;0;/;blue;#2B9332;Non digitalizzato;4.3710288804643405;0.5
505;506;m0484_0;0.0;0.0;0;[I 4 14];484;_0;CCCCLXXXIV;327;0;0;0;467-468;0;Da Foligno b. Gentile: Volgarizzamento delle tavole spirituali;membranaceo;1300.0;1500.0;0;106.0;245.0;170.0;rilegato;assi coperte di tela e fermagli;0;/;blue;#2B9332;Non digitalizzato;4.934623801995715;0.5
506;507;m0485_0;0.0;0.0;0;[I 4 15];485;_0;CCCCLXXXV;329;0;0;0;468;0;Delle Celle Giovanni mon. di Vallombrosa: La Somma maestruzza volgarizzata;bombacino;1425.0;1500.0;0;148.0;218.0;150.0;rilegato;cartoncino;0;/;violet;#2B9332;Non digitalizzato;5.266353591342639;0.5
507;508;m0486_0;0.0;0.0;0;[I 4 16];486;_0;CCCCLXXXVI;330;0;0;0;469;0;Alberti Leone Battista: Dialogo fra due amanti Pullimaco e Philarco;bombacino;1400.0;1500.0;0;36.0;230.0;145.0;rilegato;assi coperte di pelle con impressioni e fermaglio;0;/;violet;#2B9332;Non digitalizzato;3.86859344750081;0.5
508;509;m0487_0;0.0;0.0;0;[I 4 17];487;_0;CCCCLXXXVII;331;0;0;0;469;0;Quadriga spirituale;membranaceo;1400.0;1500.0;0;94.0;205.0;137.0;rilegato;assi coperte di pelle;0;/;blue;#2B9332;Non digitalizzato;4.815397345369075;0.5
509;510;m0488_0;0.0;0.0;0;[I 4 18];488;_0;CCCCLXXXVIII;322;0;0;0;469-470;0;Panciera, fra Ugo dei Minori, Cavlaca, fra Domenico ed altri, o Miscellanea?;membranaceo;1300.0;1400.0;0;142.0;275.0;195.0;rilegato;assi coperte di pelle e due fermagli;0;/;blue;#2B9332;Non digitalizzato;5.22518648099226;0.5
510;511;m0489_0;0.0;0.0;0;[I 4 19];489;_0;CCCCLXXXIX;333;0;0;0;470;0;Rossi Giovanni, Descrizione delle cose di Cipro;cartaceo;1575.0;1600.0;0;38.0;180.0;135.0;rilegato;pelle;0;/;orange;#2B9332;Non digitalizzato;3.921560709908635;0.5
511;512;m0490_0;0.0;0.0;0;[I 4 20];490;_0;CCCCXC;334;0;0;0;470;cartac. o bombacinaceo?;Secreti et rimedi per le infermità dei cavalli;cartaceo;1500.0;1600.0;0;100.0;0.0;0.0;rilegato;pelle;0;/;orange;#2B9332;Non digitalizzato;4.876786390753079;0.5
512;513;m0491_0;0.0;0.0;0;[I 4 21];491;_0;CCCCXCI;335;0;0;0;471-473;0;Mazzo di fiori ossia raccolta di composizioni in prosa e in versi di più autori;cartaceo;1400.0;1500.0;0;210.0;270.0;143.0;rilegato;assi coperte di pelle con impressioni;0;/;orange;#2B9332;Non digitalizzato;5.614723548321936;0.5
513;514;m0492_0;0.0;0.0;0;[I 4 22];492;_0;CCCCXCII;337;0;0;0;473;0;Capitoli di frate Egidio compagno di S. Francesco;cartaceo;1300.0;1500.0;0;41.0;154.0;111.0;rilegato;assi coperte di pelle;0;/;orange;#2B9332;Non digitalizzato;3.996096041942716;0.5
514;515;m0493_0;0.0;0.0;0;[I 4 23];493;_0;CCCCXCIII;338;0;0;0;473-474;0;Documenti politici e morali e cabala intellettiva;cartaceo;1700.0;1800.0;0;131.0;220.0;160.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;5.14500834631484;0.5
515;516;m0494_0;0.0;0.0;0;[I 4 24];494;_0;CCCCXCIV;339;0;0;0;474;0;Porcacchi Tommaso: Storia della famiglia Malaspina;cartaceo;1500.0;1600.0;0;48.0;340.0;240.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.151039905898646;0.5
516;517;m0495_0;0.0;0.0;0;[I 4 25];495;_0;CCCCXCV;340;0;0;0;474;0;Trattato dell'ambasciatore;cartaceo;1500.0;1600.0;0;156.0;200.0;140.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;5.318732551290629;0.5
517;518;m0496_0;0.0;0.0;0;[I 4 26];496;_0;CCCCXCVI;341;0;0;0;475;0;Descrizione storiche delle cose naturali etc.;cartaceo;1600.0;1700.0;0;90.0;250.0;150.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;4.772272346418676;0.5
518;519;m0497_0;0.0;0.0;0;[I 4 27];497;_0;CCCCXCVII;342;0;0;0;475;0;Burlamachi P.: Delle famiglie principesche d'Europa;cartaceo;1700.0;1800.0;0;357.0;230.0;155.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;6.143850277470704;0.5
519;520;m0498_0;0.0;0.0;0;[I 4 28];498;_0;CCCCXCVIII;348;0;0;0;475;0;Ordini e regole per li Rettori veneti;membranaceo;1500.0;1600.0;0;182.0;225.0;162.0;rilegato;mezza pelle;0;/;blue;#2B9332;Non digitalizzato;5.472183134826056;0.5
520;521;m0499_0;0.0;0.0;0;[II 4 1];499;_0;CCCCXCIX;346;0;0;0;476;0;Morando Giuseppe: Discorsi medici e filosofici;cartaceo;1600.0;1700.0;0;82.0;300.0;210.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.680007059095624;0.5
521;522;m0500_0;0.0;0.0;0;[II 4 2];500;_0;D;352;0;0;0;476;0;Trattato del santo sacrificio della messa;membranaceo;1300.0;1500.0;0;58.0;250.0;170.0;rilegato;mezza pelle;0;/;blue;#2B9332;Non digitalizzato;4.337563034911776;0.5
522;523;m0501_0;0.0;0.0;0;[II 4 3];501;_0;DI;362;0;0;0;477;0;Panciera fra Ugo: Trattati sulla perfezione;membranaceo;1300.0;1400.0;0;89.0;200.0;140.0;rilegato;assi coperte di pelle verde con borchie e fermagli;0;/;blue;#2B9332;Non digitalizzato;4.76119411019703;0.5
523;524;m0502_0;0.0;0.0;0;[II 4 4];502;_0;DII;366;0;0;0;477-478;0;Zagata: Cronache di Verona;cartaceo;1300.0;1600.0;0;211.0;200.0;150.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;5.619456881657019;0.5
524;525;m0503_0;0.0;0.0;0;[II 4 5];503;_0;DIII;367;0;0;0;478;0;Volgarizz. dei Soliloqui di santo Agostino;bombacino;1300.0;1400.0;0;62.0;210.0;145.0;rilegato;assi coperte di borchie e fermaglio;0;/;violet;#2B9332;Non digitalizzato;4.403410935301662;0.5
525;526;m0504_0;0.0;0.0;0;[II 4 6];504;_0;DIV;368;0;0;0;479;0;Cavalca Domenico: Trattato della pazienza;membranaceo;1300.0;1500.0;0;70.0;245.0;170.0;rilegato;assi coperte di pelle con eleganti impressioni e borchie;0;/;blue;#2B9332;Non digitalizzato;4.523372466960436;0.5
526;527;m0505_0;0.0;0.0;0;[II 4 7];505;_0;DV;373;0;0;0;479;0;Parti ed ordini del principe sereniss. della Repubblica Veneta ai suoi Rettori di Verona;membranaceo;1600.0;1700.0;0;176.0;210.0;160.0;rilegato;assi coperte da tessuto di damasco e oro;0;/;blue;#2B9332;Non digitalizzato;5.438803684181237;0.5
527;528;m0506_0;0.0;0.0;0;[II 4 8];506;_0;DVI;385;0;0;0;480;0;Le cose maravigliose di Roma;cartaceo;1700.0;1800.0;0;98.0;142.0;250.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.856739211486005;0.5
528;529;m0507_0;0.0;0.0;0;[II 4 9];507;_0;DVII;386;0;0;0;480;0;Rossi fra Girolamo veron. Crucifero: Discorso sopra l'armonia;cartaceo;1575.0;1600.0;0;30.0;193.0;145.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;3.6904407346808887;0.5
529;530;m0508_0;0.0;1.0;0;[II 4 10];508;_0;DVIII;387;0;0;0;481;0;Latini Brunetto: Livre du tresor;membranaceo;1300.0;1400.0;0;256.0;340.0;240.0;rilegato;assi coperte di pelle e borchie;0;/;blue;#2B9332;Non digitalizzato;5.812138499293826;0.5
530;531;m0509_0;0.0;0.0;0;[II 4 11];509;_0;DIX;398;0;0;0;481;0;Gènéalogie de la famille royale;cartaceo;1600.0;1700.0;0;42.0;220.0;290.0;rilegato;pelle;0;/;orange;#2B9332;Non digitalizzato;4.019755705231028;0.5
531;532;m0510_0;0.0;0.0;0;[II 4 12];510;_0;DX;397;0;0;0;481;0;De la guerre et de l'estat du general;cartaceo;1600.0;1700.0;0;41.0;300.0;200.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;3.996096041942716;0.5
532;533;m0511_0;0.0;0.0;0;[II 4 13];511;_0;DXI;395;0;0;0;482;0;Repertorio delle armi e fortezze nello Stato pontificio;cartaceo;1600.0;1700.0;0;161.0;315.0;220.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;5.350128755867893;0.5
533;534;m0512_0;0.0;0.0;0;[II 4 14];512;_0;DXII;399;0;0;0;482;0;Discorso sopra una canzone di Flaminio Valerini;cartaceo;1600.0;1700.0;0;59.0;220.0;160.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.354435946507965;0.5
534;535;m0513_0;0.0;0.0;0;[II 4 15];513;_0;DXIII;402;0;0;0;483;0;Borges Pietro: Discorso sopra la causa dei pp. Riformati;cartaceo;1600.0;1700.0;0;18.0;200.0;135.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;3.1961188377455847;0.5
535;536;m0514_0;0.0;0.0;0;[II 4 16];514;_0;DXIV;410;0;0;0;483;0;Isolani Lupari alamanno: Trattato della giostra;cartaceo;1700.0;1800.0;0;59.0;250.0;178.0;rilegato;pelle;0;/;orange;#2B9332;Non digitalizzato;4.354435946507965;0.5
536;537;m0515_0;0.0;0.0;0;[II 4 17];515;_0;DXV;419;0;0;0;484;0;Dodoneo Selvaggio: La conclusione dei frati e l'abiuro della filosofia;cartaceo;1700.0;1800.0;0;33.0;180.0;125.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;3.7834791543146626;0.5
537;538;m0516_0;0.0;0.0;0;[II 4 18];516;_0;DXVI;344;0;0;0;484;0;Marini Georgii Capitulare;membranaceo;1500.0;1600.0;0;20.0;190.0;130.0;rilegato;pergamena;0;/;blue;#2B9332;Non digitalizzato;3.2973788863561446;0.5
538;539;m0517_0;0.0;0.0;0;[II 4 19];517;_0;DXVII;423;0;0;0;485;0;Storia della città di Canea;cartaceo;1700.0;1800.0;0;74.0;195.0;143.0;rilegato;cartoncino;0;/;orange;#2B9332;Non digitalizzato;4.5783555317925355;0.5
539;540;m0518_0;0.0;0.0;0;[II 4 20];518;_0;DXVIII;424;0;0;0;485;0;Badoer Giacopo: Capitolare;membranaceo;1500.0;1600.0;0;19.0;193.0;139.0;rilegato;pelle con impressioni;0;/;blue;#2B9332;Non digitalizzato;3.248030014520774;0.5
540;541;m0519_0;0.0;0.0;0;[II 4 21];519;_0;DXIX;0;0;0;0;485-488;0;Raccolta di traduzioni toscane, di lettere e orazioni;cartaceo;1400.0;1500.0;0;187.0;233.0;168.0;rilegato;assi coperte di pelle;0;/;orange;#2B9332;Non digitalizzato;5.499172704053706;0.5
541;542;m0520_0;0.0;0.0;0;I A 1;520;_0;DXX;0;0;0;0;488-489;NUMERO PAGINE TRA 200-230;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 1: 523-900;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
542;543;m0521_0;0.0;0.0;0;I A 2;521;_0;DXXI;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 2: 900-969;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
543;544;m0522_0;0.0;0.0;0;I A 3;522;_0;DXXII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 3: 969-999;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
544;545;m0523_0;0.0;0.0;0;I A 4;523;_0;DXXIII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 4: 999-1096;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
545;546;m0524_0;0.0;0.0;0;I A 5;524;_0;DXXIV;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 5: 1096-1139;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
546;547;m0525_0;0.0;0.0;0;I A 6;525;_0;DXXV;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 6: 1139-1169;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
547;548;m0526_0;0.0;0.0;0;I A 7;526;_0;DXXVI;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 7: 1169-1184;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
548;549;m0527_0;0.0;0.0;0;I A 8;527;_0;DXXVII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 8: 1184-1199;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
549;550;m0528_0;0.0;0.0;0;I A 9;528;_0;DXXVIII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 9: 1199-1215;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
550;551;m0529_0;0.0;0.0;0;I A 10;529;_0;DXXIX;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 10: 1215-1225;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
551;552;m0530_0;0.0;0.0;0;I A 11;530;_0;DXXX;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 11: 1225-1244;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
552;553;m0531_0;0.0;0.0;0;I A 12;531;_0;DXXXI;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 12: 1244-1263;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
553;554;m0532_0;0.0;0.0;0;I A 13;532;_0;DXXXII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 13: 1263-1286;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
554;555;m0533_0;0.0;0.0;0;I A 14;533;_0;DXXXIII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 14: 1286-1299;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
555;556;m0534_0;0.0;0.0;0;I A 15;534;_0;DXXXIV;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 14: 1299-1318;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
556;557;m0535_0;0.0;0.0;0;I A 16;535;_0;DXXXV;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 15: 1318-1332;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
557;558;m0536_0;0.0;0.0;0;I A 17;536;_0;DXXXVI;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 16: 1332-1347;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
558;559;m0537_0;0.0;0.0;0;I A 18;537;_0;DXXXVII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 17: 1347-1356;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
559;560;m0538_0;0.0;0.0;0;I A 19;538;_0;DXXXVIII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 18: 1356-1375;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
560;561;m0539_0;0.0;0.0;0;I A 20;539;_0;DXXXIX;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 19: 1375-1399;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
561;562;m0540_0;0.0;0.0;0;I A 21;540;_0;DXL;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 20: 1399-1425;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
562;563;m0541_0;0.0;0.0;0;I A 22;541;_0;DXLI;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 21: 1425-1442;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
563;564;m0542_0;0.0;0.0;0;I A 23;542;_0;DXLII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 22: 1442-1454;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
564;565;m0543_0;0.0;0.0;0;I A 24;543;_0;DXLIII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 23: 1454-1480;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
565;566;m0544_0;0.0;0.0;0;I A 25;544;_0;DXLIV;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 24: 1480-1498;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
566;567;m0545_0;0.0;0.0;0;I A 26;545;_0;DXLV;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 25: 1498-1524;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
567;568;m0546_0;0.0;0.0;0;I A 27;546;_0;DXLVI;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 26: 1524-1531;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
568;569;m0547_0;0.0;0.0;0;I A 28;547;_0;DXLVII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 27: 1531-1538;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
569;570;m0548_0;0.0;0.0;0;I A 29;548;_0;DXLVIII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 28: 1538-1542;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
570;571;m0549_0;0.0;0.0;30;[II A 1];549;_0;DXLIX;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 29: 1542-1552;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
571;572;m0550_0;0.0;0.0;31;[II A 2];550;_0;DL;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 30: 1552-1565;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
572;573;m0551_0;0.0;0.0;32;[II A 3];551;_0;DLI;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 31: 1565-;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
573;574;m0552_0;0.0;0.0;33;[II A 4];552;_0;DLII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 32: 1565-;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
574;575;m0553_0;0.0;0.0;34;[II A 5];553;_0;DLIII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 33: 1565-1571;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
575;576;m0554_0;0.0;0.0;35;[II A 6];554;_0;DLIV;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 34: 1571-1576;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
576;577;m0555_0;0.0;0.0;36;[II A 7];555;_0;DLV;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 35: 1576-1586;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
577;578;m0556_0;0.0;0.0;37;[II A 8];556;_0;DLVI;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 36: 1586-1588;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
578;579;m0557_0;0.0;0.0;38;[II A 9];557;_0;DLVII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 37: 1588-1596;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
579;580;m0558_0;0.0;0.0;39;[II A 10];558;_0;DLVIII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 38: 1596-1599;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
580;581;m0559_0;0.0;0.0;40;[II A 11];559;_0;DLIX;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 39: 1599-1603;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
581;582;m0560_0;0.0;0.0;41;[II A 12];560;_0;DLX;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 40: 1603-1606;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
582;583;m0561_0;0.0;0.0;42;[II A 13];561;_0;DLXI;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 41: 1606-1609;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
583;584;m0562_0;0.0;0.0;43;[II A 14];562;_0;DLXII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 42: 1609-1625;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
584;585;m0563_0;0.0;0.0;44;[II A 15];563;_0;DLXIII;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 43: 1625-1642;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
585;586;m0564_0;0.0;0.0;45;[II A 16];564;_0;DLXIV;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 44: 1642-1652;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
586;587;m0565_0;0.0;0.0;46;[II A 17];565;_0;DLXV;0;0;0;0;488-489;0;Musellli Mar. Ioseph.: Acta Ecclesiae Veronensis vol. 45: 1652-1665;cartaceo;1700.0;1800.0;0;230.0;220.0;153.0;rilegato;mezza pergamena;0;/;orange;#2B9332;Non digitalizzato;5.7053784226756195;0.5
